year,canton_label,cantons,age_label,age,cost_raw,mult,cost_status_label,cost_status,costs_chf
2023,10,Fribourg,Y51T55,51-55 years,217.586,6,,,217586000.0
2024,10,Fribourg,Y51T55,51-55 years,213.391,6,,,213391000.0
2011,11,Solothurn,Y51T55,51-55 years,148.162,6,,,148162000.0
2012,11,Solothurn,Y51T55,51-55 years,146.289,6,,,146289000.0
2013,11,Solothurn,Y51T55,51-55 years,188.684,6,,,188684000.0
2014,11,Solothurn,Y51T55,51-55 years,169.564,6,,,169564000.0
2015,11,Solothurn,Y51T55,51-55 years,171.354,6,,,171354000.0
2016,11,Solothurn,Y51T55,51-55 years,174.721,6,,,174721000.0
2017,11,Solothurn,Y51T55,51-55 years,194.0,6,,,194000000.0
2018,11,Solothurn,Y51T55,51-55 years,182.586,6,,,182586000.0
2019,11,Solothurn,Y51T55,51-55 years,186.209,6,,,186209000.0
2020,11,Solothurn,Y51T55,51-55 years,187.147,6,,,187147000.0
2021,11,Solothurn,Y51T55,51-55 years,203.224,6,,,203224000.0
2022,11,Solothurn,Y51T55,51-55 years,191.409,6,,,191409000.0
2023,11,Solothurn,Y51T55,51-55 years,191.64,6,,,191640000.0
2024,11,Solothurn,Y51T55,51-55 years,185.32,6,,,185320000.0
2011,12,Basel-Stadt,Y51T55,51-55 years,129.811,6,,,129811000.0
2012,12,Basel-Stadt,Y51T55,51-55 years,125.853,6,,,125853000.0
2013,12,Basel-Stadt,Y51T55,51-55 years,127.426,6,,,127426000.0
2014,12,Basel-Stadt,Y51T55,51-55 years,131.892,6,,,131892000.0
2015,12,Basel-Stadt,Y51T55,51-55 years,137.608,6,,,137608000.0
2016,12,Basel-Stadt,Y51T55,51-55 years,148.792,6,,,148792000.0
2017,12,Basel-Stadt,Y51T55,51-55 years,154.44,6,,,154440000.0
2018,12,Basel-Stadt,Y51T55,51-55 years,154.082,6,,,154082000.0
2019,12,Basel-Stadt,Y51T55,51-55 years,165.8,6,,,165800000.0
2020,12,Basel-Stadt,Y51T55,51-55 years,161.081,6,,,161081000.0
2021,12,Basel-Stadt,Y51T55,51-55 years,173.443,6,,,173443000.0
2022,12,Basel-Stadt,Y51T55,51-55 years,167.945,6,,,167945000.0
2023,12,Basel-Stadt,Y51T55,51-55 years,160.101,6,,,160101000.0
2024,12,Basel-Stadt,Y51T55,51-55 years,155.518,6,,,155518000.0
2011,13,Basel-Landschaft,Y51T55,51-55 years,162.733,6,,,162733000.0
2012,13,Basel-Landschaft,Y51T55,51-55 years,161.627,6,,,161627000.0
2013,13,Basel-Landschaft,Y51T55,51-55 years,168.65,6,,,168650000.0
2014,13,Basel-Landschaft,Y51T55,51-55 years,175.676,6,,,175676000.0
2015,13,Basel-Landschaft,Y51T55,51-55 years,199.271,6,,,199271000.0
2016,13,Basel-Landschaft,Y51T55,51-55 years,191.118,6,,,191118000.0
2017,13,Basel-Landschaft,Y51T55,51-55 years,208.369,6,,,208369000.0
2018,13,Basel-Landschaft,Y51T55,51-55 years,217.578,6,,,217578000.0
2019,13,Basel-Landschaft,Y51T55,51-55 years,214.062,6,,,214062000.0
2020,13,Basel-Landschaft,Y51T55,51-55 years,216.606,6,,,216606000.0
2021,13,Basel-Landschaft,Y51T55,51-55 years,222.418,6,,,222418000.0
2022,13,Basel-Landschaft,Y51T55,51-55 years,228.493,6,,,228493000.0
2023,13,Basel-Landschaft,Y51T55,51-55 years,210.778,6,,,210778000.0
2024,13,Basel-Landschaft,Y51T55,51-55 years,212.73,6,,,212730000.0
2011,14,Schaffhausen,Y51T55,51-55 years,45.523,6,,,45523000.0
2012,14,Schaffhausen,Y51T55,51-55 years,43.452,6,,,43452000.0
2013,14,Schaffhausen,Y51T55,51-55 years,45.616,6,,,45616000.0
2014,14,Schaffhausen,Y51T55,51-55 years,46.778,6,,,46778000.0
2015,14,Schaffhausen,Y51T55,51-55 years,47.642,6,,,47642000.0
2016,14,Schaffhausen,Y51T55,51-55 years,49.567,6,,,49567000.0
2017,14,Schaffhausen,Y51T55,51-55 years,53.594,6,,,53594000.0
2018,14,Schaffhausen,Y51T55,51-55 years,52.251,6,,,52251000.0
2019,14,Schaffhausen,Y51T55,51-55 years,49.762,6,,,49762000.0
2020,14,Schaffhausen,Y51T55,51-55 years,54.367,6,,,54367000.0
2021,14,Schaffhausen,Y51T55,51-55 years,58.812,6,,,58812000.0
2022,14,Schaffhausen,Y51T55,51-55 years,54.98,6,,,54980000.0
2023,14,Schaffhausen,Y51T55,51-55 years,54.825,6,,,54825000.0
2024,14,Schaffhausen,Y51T55,51-55 years,51.281,6,,,51281000.0
2011,15,Appenzell Ausserrhoden,Y51T55,51-55 years,31.407,6,,,31407000.0
2012,15,Appenzell Ausserrhoden,Y51T55,51-55 years,32.041,6,,,32040999.999999996
2013,15,Appenzell Ausserrhoden,Y51T55,51-55 years,34.035,6,,,34035000.0
2014,15,Appenzell Ausserrhoden,Y51T55,51-55 years,35.226,6,,,35226000.0
2015,15,Appenzell Ausserrhoden,Y51T55,51-55 years,34.518,6,,,34518000.0
2016,15,Appenzell Ausserrhoden,Y51T55,51-55 years,35.4,6,,,35400000.0
2017,15,Appenzell Ausserrhoden,Y51T55,51-55 years,37.775,6,,,37775000.0
2018,15,Appenzell Ausserrhoden,Y51T55,51-55 years,36.238,6,,,36238000.0
2019,15,Appenzell Ausserrhoden,Y51T55,51-55 years,34.503,6,,,34503000.0
2020,15,Appenzell Ausserrhoden,Y51T55,51-55 years,32.231,6,,,32231000.0
2021,15,Appenzell Ausserrhoden,Y51T55,51-55 years,33.101,6,,,33101000.0
2022,15,Appenzell Ausserrhoden,Y51T55,51-55 years,32.702,6,,,32702000.0
2023,15,Appenzell Ausserrhoden,Y51T55,51-55 years,31.268,6,,,31268000.0
2024,15,Appenzell Ausserrhoden,Y51T55,51-55 years,30.795,6,,,30795000.0
2011,16,Appenzell Innerrhoden,Y51T55,51-55 years,6.404,6,,,6404000.0
2012,16,Appenzell Innerrhoden,Y51T55,51-55 years,6.726,6,,,6726000.0
2013,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.266,6,,,7266000.0
2014,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.053,6,,,7053000.0
2015,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.053,6,,,7053000.0
2016,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.089,6,,,7089000.0
2017,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.46,6,,,7460000.0
2018,16,Appenzell Innerrhoden,Y51T55,51-55 years,6.897,6,,,6897000.0
2019,16,Appenzell Innerrhoden,Y51T55,51-55 years,6.817,6,,,6817000.0
2020,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.267,6,,,7267000.0
2021,16,Appenzell Innerrhoden,Y51T55,51-55 years,7.443,6,,,7443000.0
2022,16,Appenzell Innerrhoden,Y51T55,51-55 years,9.252,6,,,9252000.0
2023,16,Appenzell Innerrhoden,Y51T55,51-55 years,8.776,6,,,8776000.0
2024,16,Appenzell Innerrhoden,Y51T55,51-55 years,8.25,6,,,8250000.0
2011,17,St. Gallen,Y51T55,51-55 years,241.721,6,,,241721000.0
2012,17,St. Gallen,Y51T55,51-55 years,242.451,6,,,242451000.0
2013,17,St. Gallen,Y51T55,51-55 years,258.166,6,,,258166000.0
2014,17,St. Gallen,Y51T55,51-55 years,267.641,6,,,267641000.00000003
2015,17,St. Gallen,Y51T55,51-55 years,280.376,6,,,280376000.0
2016,17,St. Gallen,Y51T55,51-55 years,287.364,6,,,287364000.0
2017,17,St. Gallen,Y51T55,51-55 years,301.008,6,,,301008000.0
2018,17,St. Gallen,Y51T55,51-55 years,304.171,6,,,304171000.0
2019,17,St. Gallen,Y51T55,51-55 years,302.617,6,,,302617000.0
2020,17,St. Gallen,Y51T55,51-55 years,305.818,6,,,305818000.0
2021,17,St. Gallen,Y51T55,51-55 years,321.888,6,,,321888000.0
2022,17,St. Gallen,Y51T55,51-55 years,318.566,6,,,318566000.0
2023,17,St. Gallen,Y51T55,51-55 years,302.842,6,,,302842000.0
2024,17,St. Gallen,Y51T55,51-55 years,295.225,6,,,295225000.0
2011,18,Graubünden,Y51T55,51-55 years,100.088,6,,,100088000.0
2012,18,Graubünden,Y51T55,51-55 years,101.442,6,,,101442000.0
2013,18,Graubünden,Y51T55,51-55 years,107.79,6,,,107790000.0
2014,18,Graubünden,Y51T55,51-55 years,111.651,6,,,111651000.0
2015,18,Graubünden,Y51T55,51-55 years,112.967,6,,,112967000.0
2016,18,Graubünden,Y51T55,51-55 years,117.886,6,,,117886000.0
2017,18,Graubünden,Y51T55,51-55 years,124.231,6,,,124231000.0
2018,18,Graubünden,Y51T55,51-55 years,122.399,6,,,122399000.0
2019,18,Graubünden,Y51T55,51-55 years,120.611,6,,,120611000.0
2020,18,Graubünden,Y51T55,51-55 years,124.176,6,,,124176000.0
2021,18,Graubünden,Y51T55,51-55 years,134.493,6,,,134493000.0
2022,18,Graubünden,Y51T55,51-55 years,133.399,6,,,133399000.0
2023,18,Graubünden,Y51T55,51-55 years,132.299,6,,,132299000.0
2024,18,Graubünden,Y51T55,51-55 years,126.465,6,,,126465000.0
2011,19,Aargau,Y51T55,51-55 years,348.875,6,,,348875000.0
2012,19,Aargau,Y51T55,51-55 years,345.514,6,,,345514000.0
2013,19,Aargau,Y51T55,51-55 years,363.636,6,,,363636000.0
2014,19,Aargau,Y51T55,51-55 years,391.028,6,,,391028000.0
2015,19,Aargau,Y51T55,51-55 years,397.891,6,,,397891000.0
2016,19,Aargau,Y51T55,51-55 years,395.683,6,,,395683000.0
2017,19,Aargau,Y51T55,51-55 years,421.43,6,,,421430000.0
2018,19,Aargau,Y51T55,51-55 years,422.464,6,,,422464000.0
2019,19,Aargau,Y51T55,51-55 years,426.743,6,,,426743000.0
2020,19,Aargau,Y51T55,51-55 years,438.793,6,,,438793000.0
2021,19,Aargau,Y51T55,51-55 years,462.06,6,,,462060000.0
2022,19,Aargau,Y51T55,51-55 years,468.645,6,,,468645000.0
2023,19,Aargau,Y51T55,51-55 years,488.506,6,,,488506000.0
2024,19,Aargau,Y51T55,51-55 years,469.48,6,,,469480000.0
2011,20,Thurgau,Y51T55,51-55 years,132.726,6,,,132726000.0
2012,20,Thurgau,Y51T55,51-55 years,128.601,6,,,128601000.0
2013,20,Thurgau,Y51T55,51-55 years,138.728,6,,,138728000.0
2014,20,Thurgau,Y51T55,51-55 years,145.74,6,,,145740000.0
2015,20,Thurgau,Y51T55,51-55 years,153.113,6,,,153113000.0
2016,20,Thurgau,Y51T55,51-55 years,159.94,6,,,159940000.0
2017,20,Thurgau,Y51T55,51-55 years,171.367,6,,,171367000.0
2018,20,Thurgau,Y51T55,51-55 years,177.036,6,,,177036000.0
2019,20,Thurgau,Y51T55,51-55 years,170.39,6,,,170390000.0
2020,20,Thurgau,Y51T55,51-55 years,173.609,6,,,173609000.0
2021,20,Thurgau,Y51T55,51-55 years,183.873,6,,,183873000.0
2022,20,Thurgau,Y51T55,51-55 years,176.086,6,,,176086000.0
2023,20,Thurgau,Y51T55,51-55 years,176.217,6,,,176217000.0
2024,20,Thurgau,Y51T55,51-55 years,173.977,6,,,173977000.0
2011,21,Ticino,Y51T55,51-55 years,170.567,6,,,170567000.0
2012,21,Ticino,Y51T55,51-55 years,171.765,6,,,171765000.0
2013,21,Ticino,Y51T55,51-55 years,185.58,6,,,185580000.0
2014,21,Ticino,Y51T55,51-55 years,196.563,6,,,196563000.0
2015,21,Ticino,Y51T55,51-55 years,212.565,6,,,212565000.0
2016,21,Ticino,Y51T55,51-55 years,221.075,6,,,221075000.0
2017,21,Ticino,Y51T55,51-55 years,236.32,6,,,236320000.0
2018,21,Ticino,Y51T55,51-55 years,241.064,6,,,241064000.0
2019,21,Ticino,Y51T55,51-55 years,253.942,6,,,253942000.0
2020,21,Ticino,Y51T55,51-55 years,250.081,6,,,250081000.0
2021,21,Ticino,Y51T55,51-55 years,274.182,6,,,274182000.0
2022,21,Ticino,Y51T55,51-55 years,270.547,6,,,270547000.0
2023,21,Ticino,Y51T55,51-55 years,274.583,6,,,274583000.0
2024,21,Ticino,Y51T55,51-55 years,266.648,6,,,266648000.00000003
2011,22,Vaud,Y51T55,51-55 years,390.34,6,,,390340000.0
2012,22,Vaud,Y51T55,51-55 years,388.6,6,,,388600000.0
2013,22,Vaud,Y51T55,51-55 years,419.506,6,,,419506000.0
2014,22,Vaud,Y51T55,51-55 years,434.297,6,,,434297000.0
2015,22,Vaud,Y51T55,51-55 years,453.336,6,,,453336000.0
2016,22,Vaud,Y51T55,51-55 years,477.709,6,,,477709000.0
2017,22,Vaud,Y51T55,51-55 years,506.786,6,,,506786000.0
2018,22,Vaud,Y51T55,51-55 years,499.834,6,,,499834000.0
2019,22,Vaud,Y51T55,51-55 years,510.802,6,,,510802000.0
2020,22,Vaud,Y51T55,51-55 years,514.282,6,,,514282000.00000006
2021,22,Vaud,Y51T55,51-55 years,546.032,6,,,546032000.0
2022,22,Vaud,Y51T55,51-55 years,571.303,6,,,571303000.0
2023,22,Vaud,Y51T55,51-55 years,593.922,6,,,593922000.0
2024,22,Vaud,Y51T55,51-55 years,625.095,6,,,625095000.0
2011,23,Valais,Y51T55,51-55 years,167.938,6,,,167938000.0
2012,23,Valais,Y51T55,51-55 years,165.286,6,,,165286000.0
2013,23,Valais,Y51T55,51-55 years,170.265,6,,,170265000.0
2014,23,Valais,Y51T55,51-55 years,179.572,6,,,179572000.0
2015,23,Valais,Y51T55,51-55 years,183.548,6,,,183548000.0
2016,23,Valais,Y51T55,51-55 years,187.808,6,,,187808000.0
2017,23,Valais,Y51T55,51-55 years,208.248,6,,,208248000.0
2018,23,Valais,Y51T55,51-55 years,218.266,6,,,218266000.0
2019,23,Valais,Y51T55,51-55 years,208.61,6,,,208610000.0
2020,23,Valais,Y51T55,51-55 years,212.762,6,,,212762000.0
2021,23,Valais,Y51T55,51-55 years,215.637,6,,,215637000.0
2022,23,Valais,Y51T55,51-55 years,210.939,6,,,210939000.0
2023,23,Valais,Y51T55,51-55 years,207.12,6,,,207120000.0
2024,23,Valais,Y51T55,51-55 years,192.695,6,,,192695000.0
2011,24,Neuchâtel,Y51T55,51-55 years,88.39,6,,,88390000.0
2012,24,Neuchâtel,Y51T55,51-55 years,86.447,6,,,86447000.0
2013,24,Neuchâtel,Y51T55,51-55 years,91.376,6,,,91376000.0
2014,24,Neuchâtel,Y51T55,51-55 years,97.645,6,,,97645000.0
2015,24,Neuchâtel,Y51T55,51-55 years,102.893,6,,,102893000.0
2016,24,Neuchâtel,Y51T55,51-55 years,107.432,6,,,107432000.0
2017,24,Neuchâtel,Y51T55,51-55 years,116.457,6,,,116457000.0
2018,24,Neuchâtel,Y51T55,51-55 years,122.441,6,,,122441000.0
2019,24,Neuchâtel,Y51T55,51-55 years,124.978,6,,,124978000.0
2020,24,Neuchâtel,Y51T55,51-55 years,133.417,6,,,133417000.0
2021,24,Neuchâtel,Y51T55,51-55 years,140.372,6,,,140372000.0
2022,24,Neuchâtel,Y51T55,51-55 years,137.985,6,,,137985000.0
2023,24,Neuchâtel,Y51T55,51-55 years,133.152,6,,,133151999.99999999
2024,24,Neuchâtel,Y51T55,51-55 years,142.818,6,,,142818000.0
2011,25,Genève,Y51T55,51-55 years,273.947,6,,,273947000.0
2012,25,Genève,Y51T55,51-55 years,271.341,6,,,271341000.0
2013,25,Genève,Y51T55,51-55 years,286.531,6,,,286531000.0
2014,25,Genève,Y51T55,51-55 years,295.521,6,,,295521000.0
2015,25,Genève,Y51T55,51-55 years,315.91,6,,,315910000.0
2016,25,Genève,Y51T55,51-55 years,328.418,6,,,328418000.0
2017,25,Genève,Y51T55,51-55 years,355.432,6,,,355432000.0
2018,25,Genève,Y51T55,51-55 years,346.914,6,,,346914000.0
2019,25,Genève,Y51T55,51-55 years,356.829,6,,,356829000.0
2020,25,Genève,Y51T55,51-55 years,373.197,6,,,373197000.0
2021,25,Genève,Y51T55,51-55 years,391.969,6,,,391969000.0
2022,25,Genève,Y51T55,51-55 years,389.463,6,,,389463000.0
2023,25,Genève,Y51T55,51-55 years,392.334,6,,,392334000.0
2024,25,Genève,Y51T55,51-55 years,397.598,6,,,397598000.0
2011,26,Jura,Y51T55,51-55 years,40.822,6,,,40822000.0
2012,26,Jura,Y51T55,51-55 years,41.265,6,,,41265000.0
2013,26,Jura,Y51T55,51-55 years,43.228,6,,,43228000.0
2014,26,Jura,Y51T55,51-55 years,45.346,6,,,45346000.0
2015,26,Jura,Y51T55,51-55 years,47.968,6,,,47968000.0
2016,26,Jura,Y51T55,51-55 years,48.55,6,,,48550000.0
2017,26,Jura,Y51T55,51-55 years,52.26,6,,,52260000.0
2018,26,Jura,Y51T55,51-55 years,49.804,6,,,49804000.0
2019,26,Jura,Y51T55,51-55 years,47.224,6,,,47224000.0
2020,26,Jura,Y51T55,51-55 years,47.938,6,,,47938000.0
2021,26,Jura,Y51T55,51-55 years,48.743,6,,,48743000.0
2022,26,Jura,Y51T55,51-55 years,49.09,6,,,49090000.0
2023,26,Jura,Y51T55,51-55 years,47.519,6,,,47519000.0
2024,26,Jura,Y51T55,51-55 years,46.648,6,,,46648000.0
2011,_T,Total,Y56T60,56-60 years,4356.646,6,,,4356646000.0
2012,_T,Total,Y56T60,56-60 years,4591.722,6,,,4591722000.0
2013,_T,Total,Y56T60,56-60 years,4801.906,6,,,4801906000.0
2014,_T,Total,Y56T60,56-60 years,4964.015,6,,,4964015000.0
2015,_T,Total,Y56T60,56-60 years,5172.034,6,,,5172034000.0
2016,_T,Total,Y56T60,56-60 years,5459.223,6,,,5459223000.0
2017,_T,Total,Y56T60,56-60 years,5446.8,6,,,5446800000.0
2018,_T,Total,Y56T60,56-60 years,5572.61,6,,,5572610000.0
2019,_T,Total,Y56T60,56-60 years,5890.108,6,,,5890108000.0
2020,_T,Total,Y56T60,56-60 years,6135.396,6,,,6135396000.0
2021,_T,Total,Y56T60,56-60 years,6674.525,6,,,6674525000.0
2022,_T,Total,Y56T60,56-60 years,6800.0,6,,,6800000000.0
2023,_T,Total,Y56T60,56-60 years,6960.509,6,,,6960509000.0
2024,_T,Total,Y56T60,56-60 years,6971.475,6,,,6971475000.0
2011,1,Zürich,Y56T60,56-60 years,718.231,6,,,718231000.0
2012,1,Zürich,Y56T60,56-60 years,759.208,6,,,759208000.0
2013,1,Zürich,Y56T60,56-60 years,790.117,6,,,790117000.0
2014,1,Zürich,Y56T60,56-60 years,809.163,6,,,809163000.0
2015,1,Zürich,Y56T60,56-60 years,836.553,6,,,836553000.0
2016,1,Zürich,Y56T60,56-60 years,876.887,6,,,876887000.0
2017,1,Zürich,Y56T60,56-60 years,893.667,6,,,893667000.0
2018,1,Zürich,Y56T60,56-60 years,919.304,6,,,919304000.0
2019,1,Zürich,Y56T60,56-60 years,971.937,6,,,971937000.0
2020,1,Zürich,Y56T60,56-60 years,1003.678,6,,,1003678000.0
2021,1,Zürich,Y56T60,56-60 years,1113.164,6,,,1113164000.0
2022,1,Zürich,Y56T60,56-60 years,1120.896,6,,,1120896000.0
2023,1,Zürich,Y56T60,56-60 years,1151.015,6,,,1151015000.0
2024,1,Zürich,Y56T60,56-60 years,1165.864,6,,,1165864000.0
2011,2,Bern,Y56T60,56-60 years,562.857,6,,,562857000.0
2012,2,Bern,Y56T60,56-60 years,594.63,6,,,594630000.0
2013,2,Bern,Y56T60,56-60 years,622.4,6,,,622400000.0
2014,2,Bern,Y56T60,56-60 years,638.883,6,,,638883000.0
2015,2,Bern,Y56T60,56-60 years,674.478,6,,,674478000.0
2016,2,Bern,Y56T60,56-60 years,762.961,6,,,762961000.0
2017,2,Bern,Y56T60,56-60 years,685.585,6,,,685585000.0
2018,2,Bern,Y56T60,56-60 years,696.405,6,,,696405000.0
2019,2,Bern,Y56T60,56-60 years,723.525,6,,,723525000.0
2020,2,Bern,Y56T60,56-60 years,787.326,6,,,787326000.0
2021,2,Bern,Y56T60,56-60 years,813.864,6,,,813864000.0
2022,2,Bern,Y56T60,56-60 years,841.149,6,,,841149000.0
2023,2,Bern,Y56T60,56-60 years,929.642,6,,,929642000.0
2024,2,Bern,Y56T60,56-60 years,853.251,6,,,853251000.0
2011,3,Luzern,Y56T60,56-60 years,181.104,6,,,181104000.0
2012,3,Luzern,Y56T60,56-60 years,191.745,6,,,191745000.0
2013,3,Luzern,Y56T60,56-60 years,200.542,6,,,200542000.0
2014,3,Luzern,Y56T60,56-60 years,207.524,6,,,207524000.0
2015,3,Luzern,Y56T60,56-60 years,223.632,6,,,223632000.0
2016,3,Luzern,Y56T60,56-60 years,239.163,6,,,239163000.0
2017,3,Luzern,Y56T60,56-60 years,233.82,6,,,233820000.0
2018,3,Luzern,Y56T60,56-60 years,229.015,6,,,229015000.0
2019,3,Luzern,Y56T60,56-60 years,251.579,6,,,251579000.0
2020,3,Luzern,Y56T60,56-60 years,256.486,6,,,256486000.0
2021,3,Luzern,Y56T60,56-60 years,277.885,6,,,277885000.0
2022,3,Luzern,Y56T60,56-60 years,282.024,6,,,282024000.0
2023,3,Luzern,Y56T60,56-60 years,285.389,6,,,285389000.0
2024,3,Luzern,Y56T60,56-60 years,288.887,6,,,288887000.0
2011,4,Uri,Y56T60,56-60 years,16.21,6,,,16210000.0
2012,4,Uri,Y56T60,56-60 years,17.484,6,,,17484000.0
2013,4,Uri,Y56T60,56-60 years,17.821,6,,,17821000.0
2014,4,Uri,Y56T60,56-60 years,18.85,6,,,18850000.0
2015,4,Uri,Y56T60,56-60 years,18.178,6,,,18178000.0
2016,4,Uri,Y56T60,56-60 years,19.293,6,,,19293000.0
2017,4,Uri,Y56T60,56-60 years,18.655,6,,,18655000.0
2018,4,Uri,Y56T60,56-60 years,20.929,6,,,20929000.0
2019,4,Uri,Y56T60,56-60 years,20.599,6,,,20599000.0
2020,4,Uri,Y56T60,56-60 years,21.992,6,,,21992000.0
2021,4,Uri,Y56T60,56-60 years,24.002,6,,,24002000.0
2022,4,Uri,Y56T60,56-60 years,20.914,6,,,20914000.0
2023,4,Uri,Y56T60,56-60 years,22.218,6,,,22218000.0
2024,4,Uri,Y56T60,56-60 years,21.12,6,,,21120000.0
2011,5,Schwyz,Y56T60,56-60 years,70.152,6,,,70152000.0
2012,5,Schwyz,Y56T60,56-60 years,74.045,6,,,74045000.0
2013,5,Schwyz,Y56T60,56-60 years,79.198,6,,,79198000.0
2014,5,Schwyz,Y56T60,56-60 years,82.105,6,,,82105000.0
2015,5,Schwyz,Y56T60,56-60 years,85.627,6,,,85627000.0
2016,5,Schwyz,Y56T60,56-60 years,88.917,6,,,88917000.0
2017,5,Schwyz,Y56T60,56-60 years,90.88,6,,,90880000.0
2018,5,Schwyz,Y56T60,56-60 years,96.178,6,,,96178000.0
2019,5,Schwyz,Y56T60,56-60 years,104.912,6,,,104912000.0
2020,5,Schwyz,Y56T60,56-60 years,104.96,6,,,104960000.0
2021,5,Schwyz,Y56T60,56-60 years,123.795,6,,,123795000.0
2022,5,Schwyz,Y56T60,56-60 years,122.607,6,,,122607000.0
2023,5,Schwyz,Y56T60,56-60 years,128.457,6,,,128457000.0
2024,5,Schwyz,Y56T60,56-60 years,125.062,6,,,125062000.0
2011,6,Obwalden,Y56T60,56-60 years,17.088,6,,,17088000.0
2012,6,Obwalden,Y56T60,56-60 years,18.008,6,,,18008000.0
2013,6,Obwalden,Y56T60,56-60 years,19.024,6,,,19024000.0
2014,6,Obwalden,Y56T60,56-60 years,19.688,6,,,19688000.0
2015,6,Obwalden,Y56T60,56-60 years,20.407,6,,,20407000.0
2016,6,Obwalden,Y56T60,56-60 years,21.944,6,,,21944000.0
2017,6,Obwalden,Y56T60,56-60 years,22.587,6,,,22587000.0
2018,6,Obwalden,Y56T60,56-60 years,22.567,6,,,22567000.0
2019,6,Obwalden,Y56T60,56-60 years,22.996,6,,,22996000.0
2020,6,Obwalden,Y56T60,56-60 years,25.827,6,,,25827000.0
2021,6,Obwalden,Y56T60,56-60 years,27.865,6,,,27865000.0
2022,6,Obwalden,Y56T60,56-60 years,27.907,6,,,27907000.0
2023,6,Obwalden,Y56T60,56-60 years,26.506,6,,,26506000.0
2024,6,Obwalden,Y56T60,56-60 years,27.104,6,,,27104000.0
2011,7,Nidwalden,Y56T60,56-60 years,21.044,6,,,21044000.0
2012,7,Nidwalden,Y56T60,56-60 years,23.063,6,,,23063000.0
2013,7,Nidwalden,Y56T60,56-60 years,24.17,6,,,24170000.0
2014,7,Nidwalden,Y56T60,56-60 years,24.057,6,,,24057000.0
2015,7,Nidwalden,Y56T60,56-60 years,24.369,6,,,24369000.0
2016,7,Nidwalden,Y56T60,56-60 years,25.485,6,,,25485000.0
2017,7,Nidwalden,Y56T60,56-60 years,25.647,6,,,25647000.0
2018,7,Nidwalden,Y56T60,56-60 years,24.126,6,,,24126000.0
2019,7,Nidwalden,Y56T60,56-60 years,26.56,6,,,26560000.0
2020,7,Nidwalden,Y56T60,56-60 years,27.847,6,,,27847000.0
2021,7,Nidwalden,Y56T60,56-60 years,30.927,6,,,30927000.0
2022,7,Nidwalden,Y56T60,56-60 years,30.783,6,,,30783000.0
2023,7,Nidwalden,Y56T60,56-60 years,29.317,6,,,29317000.0
2024,7,Nidwalden,Y56T60,56-60 years,30.981,6,,,30981000.0
2011,8,Glarus,Y56T60,56-60 years,26.938,6,,,26938000.0
2012,8,Glarus,Y56T60,56-60 years,28.194,6,,,28194000.0
2013,8,Glarus,Y56T60,56-60 years,34.678,6,,,34678000.0
2014,8,Glarus,Y56T60,56-60 years,30.055,6,,,30055000.0
2015,8,Glarus,Y56T60,56-60 years,29.283,6,,,29283000.0
2016,8,Glarus,Y56T60,56-60 years,30.108,6,,,30108000.0
2017,8,Glarus,Y56T60,56-60 years,29.235,6,,,29235000.0
2018,8,Glarus,Y56T60,56-60 years,29.995,6,,,29995000.0
2019,8,Glarus,Y56T60,56-60 years,30.822,6,,,30822000.0
2020,8,Glarus,Y56T60,56-60 years,32.696,6,,,32695999.999999996
2021,8,Glarus,Y56T60,56-60 years,35.749,6,,,35749000.0
2022,8,Glarus,Y56T60,56-60 years,34.074,6,,,34074000.0
2023,8,Glarus,Y56T60,56-60 years,32.96,6,,,32960000.0
2024,8,Glarus,Y56T60,56-60 years,34.465,6,,,34465000.0
2011,9,Zug,Y56T60,56-60 years,50.22,6,,,50220000.0
2012,9,Zug,Y56T60,56-60 years,52.385,6,,,52385000.0
2013,9,Zug,Y56T60,56-60 years,55.739,6,,,55739000.0
2014,9,Zug,Y56T60,56-60 years,57.712,6,,,57712000.0
2015,9,Zug,Y56T60,56-60 years,64.261,6,,,64260999.99999999
2016,9,Zug,Y56T60,56-60 years,65.004,6,,,65004000.00000001
2017,9,Zug,Y56T60,56-60 years,66.587,6,,,66587000.0
2018,9,Zug,Y56T60,56-60 years,62.853,6,,,62853000.0
2019,9,Zug,Y56T60,56-60 years,70.619,6,,,70619000.0
2020,9,Zug,Y56T60,56-60 years,75.44,6,,,75440000.0
2021,9,Zug,Y56T60,56-60 years,84.166,6,,,84166000.0
2022,9,Zug,Y56T60,56-60 years,87.004,6,,,87004000.0
2023,9,Zug,Y56T60,56-60 years,87.887,6,,,87887000.0
2024,9,Zug,Y56T60,56-60 years,92.18,6,,,92180000.0
2011,10,Fribourg,Y56T60,56-60 years,154.299,6,,,154299000.0
2012,10,Fribourg,Y56T60,56-60 years,160.308,6,,,160308000.0
2013,10,Fribourg,Y56T60,56-60 years,169.01,6,,,169010000.0
2014,10,Fribourg,Y56T60,56-60 years,175.598,6,,,175598000.0
2015,10,Fribourg,Y56T60,56-60 years,182.694,6,,,182694000.0
2016,10,Fribourg,Y56T60,56-60 years,188.144,6,,,188144000.0
